place,rainfall,groundwater_refilled_total,groundwater_refilled_irrigated,groundwater_refilled_nonirrigated,groundwater_used_total,groundwater_used_nonirrigated,groundwater_status,land_irrigated,land_nonirrigated,land_total,year
pakur,1528,3296.37,0,3296.37,855.37,855.37,safe,0,16071,22171,2021
boarijor,1039.926783,3616,0.3,3615.7,701.74,701.74,safe,1059,24931,34390,2021
bishnugarh,1247.234867,1999.79,0,1999.79,1139.52,1139.52,safe,89,27995,41700,2021
deori,1215.6,3459.25,3.76,3455.49,838.84,838.84,safe,0,35876,42381,2021
bermo,1259.6,1679.1,0,1679.1,2063.68,2063.68,over_exploited,0,9270,10082,2021
lohardaga,1194.3,3286.1,0,3286.1,641.79,641.79,safe,0,13444,16168,2021
barwadih,1237.2,2480.84,0,2480.84,1131.09,1131.09,safe,0,30933,43536,2021
ratu,1323.2,1409.8,0,1409.8,441.83,441.83,safe,0,8378,10100,2021
giridih,1215.6,3123.27,0,3123.27,2351.37,2351.37,semi_critical,0,38141,39141,2021
gola,1245.580769,2526.9,0,2526.9,789.27,789.27,safe,122,27043,34058,2021
chinia,1187.347129,1628.65,0,1628.65,136.33,136.33,safe,470,24313,28583,2021
chandwa,1228.142626,4624.25,0,4624.25,992.61,992.61,safe,292,39594,58786,2021
chainpur,1454.786933,2534.27,0,2534.27,277.24,277.24,safe,149,35459,50344,2021
peshrar,1188.241689,1852.4,0,1852.4,164.25,164.25,safe,164,32166,38467,2021
koderma,1115.9,898.47,1.12,897.35,647.6,647.6,semi_critical,0,14634,29012,2021
jagannathpur,1351.6,1093.85,0,1093.85,200.96,200.96,safe,0,23396,30996,2021
herhang,1413.1,1725.43,0,1725.43,256.23,256.23,safe,0,18529,25197,2021
nagri,1323.2,1883.85,0,1883.85,370.5,370.5,safe,0,8041,10100,2021
chas,1255.525132,4264.18,0,4264.18,2035.45,2035.45,safe,175,53920,57395,2021
senha,1180.439652,3799.55,0,3799.55,442.74,442.74,safe,210,17885,21246,2021
patan,1136.802047,2646.36,0,2646.36,730.52,730.52,safe,711,24795,31498,2021
mohanpur,1220.7,1587.65,0,1587.65,787.74,787.74,safe,0,23713,35395,2021
garu,1237.2,1157.85,0,1157.85,678.83,678.83,safe,0,14098,22298,2021
fatepur,1447.4,1357.32,0,1357.32,738.75,738.75,safe,0,13563,28109,2021
kharaondhi,1210.3,1261.24,0,1261.24,789.74,789.74,safe,0,11108,14108,2021
ormanjhi,1323.2,1490.96,14.55,1476.41,1127.75,1127.75,semi_critical,0,19012,22812,2021
manatu,1169.4,1688.53,0,1688.53,567.87,567.87,safe,0,21150,29530,2021
chhatarpur,1160.801206,2288.51,0,2288.51,1061.08,1061.08,safe,239,32264,42320,2021
kundahit,1447.4,856.15,0,856.15,426.03,426.03,safe,0,7770,29874,2021
poreyahat,1084.1,2472.11,62.46,2409.65,854.58,854.58,safe,0,35205,47005,2021
karra,1249.278212,1890.28,0,1890.28,724.07,724.07,safe,1550,26195,50745,2021
seraikela,1291.064603,2102.24,0.53,2101.71,575.68,575.68,safe,241,18817,27748,2021
raidih,1460.9,3195.07,0.53,3194.54,392.27,392.27,safe,0,42648,51096,2021
manika,1237.2,2390.98,0,2390.98,462.56,462.56,safe,0,24386,33886,2021
gidhaur,1206.3,1511.49,0,1511.49,478.62,478.62,safe,0,13658,16732,2021
birni,1215.6,2198.5,1.8,2196.7,1159.91,1159.91,safe,0,27997,31998,2021
bandgaon,1324.661849,2563.56,0,2563.56,348.21,348.21,safe,620,30488,47008,2021
ramgarh,1422.5,3750.7,67.34,3683.36,644.38,644.38,safe,0,36241,48140,2021
kumardungi,1351.6,3535.4,0,3535.4,178.75,178.75,safe,0,25786,29324,2021
noamundi,1351.6,2755.33,0,2755.33,306.17,306.17,safe,0,42221,62520,2021
sarath,1220.7,2579.68,0,2579.68,888.15,888.15,safe,0,23006,31788,2021
itki,1323.2,2126.03,0,2126.03,298.36,298.36,safe,0,8135,9959,2021
jamshedpur urban,1403.4,2429.55,0,2429.55,2859.01,2859.01,over_exploited,0,12920,12920,2021
majhgaon,1326.143013,2635.02,4.98,2630.04,262.52,262.52,safe,460,23963,27423,2021
dhurki,1198.908065,1077.06,0.04,1077.02,361.47,361.47,safe,153,16102,21146,2021
jamua,1209.923752,3721.54,2.25,3719.29,1536.6,1536.6,safe,180,38368,47847,2021
ramna,1170.313449,1310.26,0.99,1309.27,615.34,615.34,safe,396,11590,15421,2021
bharno,1304.349175,1476.93,0,1476.93,126.38,126.38,safe,2598,21646,30185,2021
pakardanr,1489.783,1877.06,0,1877.06,190.93,190.93,safe,297,26468,30131,2021
dhanbad,1295.6,7348.42,0,7348.42,5734.98,5734.98,semi_critical,0,43807,46729,2021
barhi,1251.2,1969.38,0,1969.38,1036.18,1036.18,safe,0,27499,36617,2021
shikaripara,1422.5,5069.24,0,5069.24,493.61,493.61,safe,0,41457,43920,2021
gumia,2519.2,12301.42,0,12301.42,1375.77,1375.77,safe,0,56439,65070,2021
bansjor,1506.5,945.95,0,945.95,76.72,76.72,safe,0,13480,16450,2021
satbarwa,843.055814,702.37,0,702.37,402.3,402.3,safe,2940,7595,13935,2021
bengabad,1215.6,3277.52,0.7,3276.82,980.85,980.85,safe,0,36154,40255,2021
ghaghra,1449.345285,4850.11,0.7,4849.41,865.94,865.94,safe,337,42271,53014,2021
tisri,1215.6,4076.61,1.95,4074.66,411.08,411.08,safe,0,32855,42956,2021
kurdeg,1506.5,1240.08,0,1240.08,212.41,212.41,safe,0,16850,26230,2021
khunti,1279.782091,2711.35,0,2711.35,498.96,498.96,safe,1162,34251,45400,2021
jhinkpani,1351.6,1364.86,0,1364.86,289.87,289.87,safe,0,10059,12357,2021
kolebira,1493.531902,3229.12,0,3229.12,429.11,429.11,safe,330,38006,43736,2021
sunderpahari,1084.1,2130.96,0,2130.96,270.82,270.82,safe,0,24979,32679,2021
chandan kiyari,1259.6,3058.99,0,3058.99,812.41,812.41,safe,0,34848,37474,2021
sagma,1198.944566,756.64,0,756.64,385.55,385.55,safe,72,7602,9983,2021
torpa,1323.2,2258.61,0,2258.61,525.25,525.25,safe,0,27401,45229,2021
purbi tundi,1295.6,671.87,0,671.87,188.5,188.5,safe,0,7686,12087,2021
angara,1323.2,2416.93,4.03,2412.9,707.24,707.24,safe,0,29959,40158,2021
kasmar,1259.6,1209.23,0,1209.23,533.21,533.21,safe,0,18327,19529,2021
dhalbhumgarh,1389.182671,1023.41,0,1023.41,272.67,272.67,safe,114,11139,17613,2021
untari,1148.582296,1622.26,0,1622.26,948.14,948.14,safe,780,14516,19796,2021
potka,1403.4,5896.54,0,5896.54,461.52,461.52,safe,0,45817,59422,2021
nawabazar,1160.781275,826.85,3.9,822.95,288.18,288.18,safe,91,12256,16076,2021
barhait,1410.6,3824.74,0,3824.74,362.78,362.78,safe,0,23682,30882,2021
nimdih,1307.6,1432.15,0,1432.15,322.56,322.56,safe,0,19065,23502,2021
gudri,1331.073674,1868.91,0,1868.91,126.83,126.83,safe,543,35212,41648,2021
hatgamaria,1351.6,2874.78,0,2874.78,146.26,146.26,safe,0,26114,30358,2021
jharia,0,0,0,0,3520.25239,2162.323751,hilly area,0,0,0,2021
tarhasi,1169.4,1348.12,0,1348.12,568.24,568.24,safe,0,10704,14946,2021
nala,1447.4,2364.96,0,2364.96,532.11,532.11,safe,0,27665,41384,2021
gawan,1215.6,3930.22,0,3930.22,2240.4,2240.4,safe,0,35175,42956,2021
simdega,1489.793596,3907.29,0,3907.29,486.71,486.71,safe,440,39237,44667,2021
sonaraithadhi,1216.687037,923.78,0,923.78,628.37,628.37,semi_critical,37,11218,13484,2021
pakuria,1528,3128.31,0,3128.31,377.16,377.16,safe,0,21901,27901,2021
ranka,1210.3,1929.17,1.5,1927.67,326.38,326.38,safe,0,27027,42743,2021
gande,1215.6,3188.38,0.6,3187.78,675.99,675.99,safe,0,32910,36610,2021
kunda,1206.3,1506.68,0,1506.68,293.37,293.37,safe,0,21853,28567,2021
dumri,1460.9,2062.21,0.6,2061.61,219.11,219.11,safe,0,28861,37163,2021
dulmi,1251.2,748.63,0,748.63,303.47,303.47,safe,0,8085,11349,2021
padma,1167.838536,946.22,0,946.22,221.45,221.45,safe,750,10507,12657,2021
jainagar,1115.9,921.71,0,921.71,755.52,755.52,critical,0,14057,18419,2021
mahagama,995.4807873,2299.68,0,2299.68,484.95,484.95,safe,1059,11896,15955,2021
silli,1300.014427,2922.14,0,2922.14,2693.05,2693.05,critical,343,19232,28959,2021
basia,1448.241977,3346.94,0,3346.94,468.34,468.34,safe,293,33523,40276,2021
bundu,1289.985481,1590.92,0,1590.92,397.65,397.65,safe,500,19419,26419,2021
chanho,1303.837621,1485.68,0,1485.68,726.46,726.46,safe,310,20875,27285,2021
medinagar urban,1169.4,1447.63,0,1447.63,297.18,297.18,safe,0,2358,2358,2021
manoharpur,1351.6,5815.82,0.69,5815.13,425.75,425.75,safe,0,90561,96115,2021
garhwa,1053.15571,1838.15,0,1838.15,679.9,679.9,safe,2284,15307,27355,2021
thakurghanti,937.4994087,1153.03,5.4,1147.63,358.4,358.4,safe,709,4534,8444,2021
pathalgoda,1206.3,895.35,0,895.35,443.61,443.61,safe,0,12515,13698,2021
sahebganj,1410.6,4801.78,0.6,4801.18,1093.23,1093.23,safe,0,16627,17327,2021
kisko,1194.3,3238.49,0,3238.49,342.96,342.96,safe,0,21074,25330,2021
jamtara,1447.4,1478.2,0,1478.2,612.94,612.94,safe,0,17267,32875,2021
patratu,1251.2,2874.47,0,2874.47,1831.27,1831.27,safe,0,28440,32123,2021
daltonganj,1169.4,2100.99,0,2100.99,773.18,773.18,safe,0,12502,13282,2021
goelkera,1351.6,4574.32,0,4574.32,200.06,200.06,safe,0,45474,54938,2021
gumla,1460.9,3256.14,0,3256.14,861.18,861.18,safe,0,36891,53974,2021
chainpur,1165.102142,3574.43,14.7,3559.73,1075.76,1075.76,safe,191,51778,66140,2021
pathna,1410.6,2470.93,0,2470.93,273.41,273.41,safe,0,14316,16316,2021
khelari,1323.2,916.49,0,916.49,753.31,753.31,semi_critical,0,10809,13034,2021
taljhari,1410.6,916.83,0,916.83,245.24,245.24,safe,0,3727,15823,2021
ghatsila,1389.506201,1645.56,0,1645.56,410.64,410.64,safe,220,22002,34635,2021
chandil,1307.6,2010.89,0.06,2010.83,470.33,470.33,safe,0,27069,37373,2021
mandu,1251.2,4116.8,0,4116.8,2351.23,2351.23,safe,0,34896,44236,2021
rahe,1277.986985,827.64,0,827.64,192.53,192.53,safe,440,12437,17905,2021
bishrampur,1169.4,1987.66,0,1987.66,285.42,285.42,safe,0,17120,22856,2021
deoghar,1220.7,2821.38,0,2821.38,1213.98,1213.98,safe,0,32745,44949,2021
rania,1323.2,1491.62,0,1491.62,607.4,607.4,safe,0,20344,26743,2021
baliapur,1295.6,1487.24,0.9,1486.34,1530.71,1530.71,over_exploited,0,12117,15117,2021
ramgarh,1251.2,809.77,0,809.77,725.34,725.34,critical,0,8000,11229,2021
khuntpani,1351.6,4478,0.51,4477.49,297.91,297.91,safe,0,30399,41399,2021
bero,1323.2,3992.16,0,3992.16,1105.14,1105.14,safe,0,23529,28805,2021
pipra,1169.4,633.56,0,633.56,183.91,183.91,safe,0,8398,10249,2021
ramkanda,1210.3,1215.41,0,1215.41,242.52,242.52,safe,0,17171,22185,2021
tundi,1295.6,1774.08,0,1774.08,758.78,758.78,safe,0,17459,27458,2021
kanhachatti,1201.320367,1897.38,0,1897.38,345.13,345.13,safe,77,18576,25915,2021
munakot,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,20500,2021
joshimath,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,44500,2021
rikhnikhal,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,28100,2021
narain bagao,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,25900,2021
barkakot,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,17400,2021
dasholi,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,43000,2021
ukhimath,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,99100,2021
jakholi,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,48100,2021
tehri,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,50300,2021
chinyalisaor,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,31200,2021
dwarahat,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,32100,2021
kalsi,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,39200,2021
dewal,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,22200,2021
birokhal,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,15300,2021
bhikiyasain,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,17600,2021
rambagh,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,27100,2021
rudrapur,1465.3,9850.15,9850.15,0,4691.19,2162.323751,safe,31153,0,31153,2021
lansdowne,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,33100,2021
dhaula devi,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,29000,2021
berwag,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,27200,2021
ekeshwar,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,21700,2021
yamkeshwar,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,70000,2021
agasthamuni,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,19300,2021
munsyari,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,27100,2021
kotabagh,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,37300,2021
mori,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,15500,2021
syalde,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,27600,2021
chakrata,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,82400,2021
dhari,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,19300,2021
betalghat,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,25000,2021
bhilganga,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,96900,2021
garud,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,32600,2021
haldwani,1711,9060.65,9060.65,0,7112.59,2162.323751,semi_critical,11277,0,11277,2021
chamba,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,99611,2021
kaljikhal,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,13600,2021
bageshwar,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,47800,2021
khatima,1465.3,12502.13,12502.13,0,8254.02,2162.323751,safe,35157,0,35157,2021
lohaghat,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,21000,2021
ghat,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,60200,2021
naugaon,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,10300,2021
kanalichima,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,15000,2021
roorkee,1020,6856.05,6856.05,0,4255.14,2162.323751,safe,22836,0,22836,2021
luksar,1020,6957.96,6957.96,0,4041.76,2162.323751,safe,27778,0,27778,2021
karanprayag,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,50500,2021
pati,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,60300,2021
bhatwari,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,42000,2021
khirsu,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,28400,2021
kot,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,34200,2021
salt,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,36800,2021
kouldhar,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,28600,2021
raipur,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,42300,2021
gairsain,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,37200,2021
hawalbagh,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,29600,2021
sitarganj,1465.3,10356.34,10356.34,0,4085.01,2162.323751,safe,33254,0,33254,2021
bazpur,1465.3,8435.83,8435.83,0,3265.28,2162.323751,safe,28646,0,28646,2021
dharchula,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,26700,2021
purola,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,31500,2021
champawat,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,60900,2021
didihat,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,38500,2021
pokhra,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,15400,2021
bhimtal,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,31500,2021
gadarpur,1465.3,13260.83,13260.83,0,6209.1,2162.323751,safe,23326,0,23326,2021
lamgarha,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,28100,2021
jakhanidhar,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,38200,2021
pauri,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,20000,2021
okhal kanda,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,35200,2021
bahadrabad,1020,11693.38,11693.38,0,7886.93,2162.323751,semi_critical,33763,0,33763,2021
bhainsiya chhana,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,26500,2021
pithoragarh,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,30300,2021
takula,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,24500,2021
devaprayag,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,16300,2021
khanpur,1020,4111.99,4111.99,0,2322.6,2162.323751,safe,17814,0,17814,2021
kashipur,1465.3,9755.83,9755.83,0,6688.05,2162.323751,semi_critical,18517,0,18517,2021
ranikhet,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,32800,2021
naunidanda,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,23000,2021
dunda,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,40600,2021
kapkot,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,12900,2021
sahaspur,2183.6,24824.38,24824.38,0,3986.28,2162.323751,safe,52061,0,52061,2021
pratapnagar,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,42700,2021
gangolihat,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,35000,2021
dogadda,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,14100,2021
gurukul narsen,1020,8567.38,8567.38,0,3213.7,2162.323751,safe,23107,0,23107,2021
chaukhutiya,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,29500,2021
pabo,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,19700,2021
jaspur,1465.3,12270.01,12270.01,0,7139.62,2162.323751,safe,23229,0,23229,2021
thalisain,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,41000,2021
pokhari,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,43300,2021
narendra nagar,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,35100,2021
doiwala,2183.6,24306.32,24306.32,0,4783.94,2162.323751,safe,51057,0,51057,2021
vikashnagar,2183.6,11422.06,11422.06,0,3220.13,2162.323751,safe,22426,0,22426,2021
ramnagar,1711,9940.69,9940.69,0,3147.94,2162.323751,safe,12366,0,12366,2021
bhagwanpur,1020,8044.93,8044.93,0,5105,2162.323751,semi_critical,31537,0,31537,2021
dwari khal,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,24500,2021
jaunpur,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,61600,2021
tharali,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,45100,2021
imphal east ii,1717.14,9952.38,0,9952.38,267.04,267.04,safe,0,47610,47610,2021
imphal east i,1717.14,4990.23,0,4990.23,806.21,806.21,safe,0,23290,23290,2021
tamenglong,0,0,0,0,3520.25239,2162.323751,hilly area,0,0,85800,2021
ukhrul central,0,0,0,0,3520.25239,2162.323751,hilly area,0,0,119800,2021
mao-maram,0,0,0,0,3520.25239,2162.323751,hilly area,0,0,103700,2021
ukhrul south,0,0,0,0,3520.25239,2162.323751,hilly area,0,0,55500,2021
imphal west ii,1384.88,3995.91,0,3995.91,406.8,406.8,safe,0,23800,23800,2021
ukhrul north,0,0,0,0,3520.25239,2162.323751,hilly area,0,0,100800,2021
churachandpur,2133.46,8287.09,0,8287.09,461.07,461.07,safe,0,32100,59000,2021
moirang,1987.59,5178.73,0,5178.73,249.31,249.31,safe,0,21600,21600,2021
thanlon,0,0,0,0,3520.25239,2162.323751,hilly area,0,0,106300,2021
phungyar phaisat,0,0,0,0,3520.25239,2162.323751,hilly area,0,0,67900,2021
kakching,1276.78,2952.48,0,2952.48,310.6,310.6,safe,0,19000,19000,2021
sadar hills east,0,0,0,0,3520.25239,2162.323751,hilly area,0,0,93300,2021
churachandpur north,0,0,0,0,3520.25239,2162.323751,hilly area,0,0,82500,2021
nungba,0,0,0,0,3520.25239,2162.323751,hilly area,0,0,107600,2021
kamjong,0,0,0,0,3520.25239,2162.323751,hilly area,0,0,110400,2021
tipaimukh,0,0,0,0,3520.25239,2162.323751,hilly area,0,0,111500,2021
tengnoupal,0,0,0,0,3520.25239,2162.323751,hilly area,0,0,121300,2021
chakpikarong,0,0,0,0,3520.25239,2162.323751,hilly area,0,0,141300,2021
sadar hills west,0,0,0,0,3520.25239,2162.323751,hilly area,0,0,76500,2021
imphal east ii,0,0,0,0,3520.25239,2162.323751,hilly area,0,0,0,2021
tamenglong west,0,0,0,0,3520.25239,2162.323751,hilly area,0,0,126300,2021
singngat,0,0,0,0,3520.25239,2162.323751,hilly area,0,0,97700,2021
tamenglong north,0,0,0,0,3520.25239,2162.323751,hilly area,0,0,119400,2021
paomata,0,0,0,0,3520.25239,2162.323751,hilly area,0,0,53600,2021
thoubal,1276.78,4984.98,0,4984.98,392.45,392.45,safe,0,32400,32400,2021
chandel,0,0,0,0,3520.25239,2162.323751,hilly area,0,0,68700,2021
bishnupur,1987.59,6735.14,0,6735.14,358.74,358.74,safe,0,28000,28000,2021
imphal west i,1384.88,4703.47,0,4703.47,452.39,452.39,safe,0,28100,28100,2021
kallakkudi,819,2058.6,363.05,1695.55,542.13,542.13,safe,0,12901.895,14438.65,2021
cumbam,1249.04,1990.21,205.2,1785.01,1252.01,1252.01,safe,0,7176.19,7176.19,2021
pennagaram,259,1555.77,0.23,1555.54,2023.15,2023.15,over_exploited,0,11504.325,12347.99,2021
karaiyur,943,2373.97,235.67,2138.3,1465.16,1465.16,safe,0,10083.96,10722.56,2021
mailam,1185.4,2245.28,0,2245.28,783.05,783.05,safe,0,8842.38,8894.83,2021
nathampatti,764,1139.56,78.38,1061.18,1142.95,1142.95,over_exploited,0,7900.86,7900.86,2021
kunniyur,1280.6,546.1,110.82,435.28,131.25,131.25,safe,0,6820.64,6820.64,2021
kumarachi,1448,2628.73,0,2628.73,884.74,884.74,safe,0,7678.64,7678.64,2021
tiruverumbur,782,2884.06,164.38,2719.68,613.2,613.2,safe,0,8917.115,8981.115,2021
sivakasi,721.02,1037.82,35.03,1002.79,726.32,726.32,semi_critical,0,11548.28,11548.28,2021
kiliyanur,987.3,3131.54,0,3131.54,2452.27,2452.27,semi_critical,0,11926.14,11926.14,2021
